日時,担当者名,送り先,商品コード,発送伝票番号,結果
2026-06-02 11:09:37,206,川添 佳那子,ifme203314x145x02beg,492534968203,OK
2026-06-02 11:10:11,206,名原尚子,ifme205318x190x13ppl,492534968192,OK
2026-06-02 11:10:43,206,後田朋美,ifme205318x190x13ppl,492534968181,OK
2026-06-02 11:11:18,206,丸山 輝瑠,mz8017x2lxblw,492534968170,OK
2026-06-02 11:11:47,206,吉田かおり,skec120012x235xmoc,492534968166,OK
2026-06-02 11:12:16,206,片山進介,skec120012x230xbbk,492534968155,OK
2026-06-02 11:12:36,206,,002,002,NG_伝票未登録
2026-06-02 11:12:42,206,西谷洋子,skec120012x245xmoc,492534968144,OK
2026-06-02 11:13:05,206,小林 俊峰,xst6032blk250,492534968133,OK
2026-06-02 11:13:32,206,武藤寿光,skec120012x245xmoc,492534968122,OK
2026-06-02 11:14:04,206,伊藤 理恵,jk1074x230xwht,492534968111,OK
2026-06-02 11:14:27,206,谷野 由紀子,starcrestjb60x245x604,492534968100,OK
2026-06-02 11:15:15,206,藤下あゆみ,bv260425xsxnvy,492534968096,OK
2026-06-02 11:15:44,206,濱井 章豊,2012wilsonairx265x79,492534968085,OK
2026-06-02 11:16:08,206,芝田 愛,HTTPS://DELIVR.COM/2BZ5H-QR,492534968074,NG_商品違い
2026-06-02 11:16:10,206,芝田 愛,skec120012x235xbbk,492534968074,OK
2026-06-02 11:16:36,206,市野弥生,ls8005fx190xblk,492534968063,OK
2026-06-02 11:16:55,206,青井 良太,skc141481x220xbbk,492534968052,OK
2026-06-02 11:17:19,206,濱野 智司,penny9907x265xjkwht,492534968041,OK
2026-06-02 11:17:51,206,,002,002,NG_伝票未登録
2026-06-02 11:17:59,206,三澤 博光,gs303x2lx00blk,492534968030,OK
2026-06-02 11:18:43,206,齊藤 千春,l304x235xbkb,492534968026,OK
2026-06-02 11:19:05,206,松田 哲明,algy4502x210xblk,492534968015,OK
2026-06-02 11:19:33,206,兼田正己,penny6001xmxdbr,492534968004,OK
2026-06-02 11:20:03,206,阪田由美,spltamm119x245xblk,492534967993,OK
2026-06-02 11:20:36,206,丸山 信次,2012wilsonairx265x70,492534967982,OK
2026-06-02 11:20:57,206,長谷川 涼太,2012wilsonairx265x70,492534967971,OK
2026-06-02 11:21:23,206,木ﾉ下 典子,edm235x265xwpblk,492534967960,OK
2026-06-02 11:23:09,206,平田 耕庸,edm235x265xwpbrn,492534967956,NG_商品違い
2026-06-02 11:23:14,206,平田 耕庸,edm235x265xwpblk,492534967956,OK
2026-06-02 11:23:39,206,舟木 勇人,jk1074x265xwht,492534967945,OK
2026-06-02 11:24:10,206,東郷 治美,jk1074x265xwht,492534967934,OK
